"area_mean","symmetry_mean","fractal_dimension_mean","radius_se","texture_se","smoothness_se","concavity_se","concave.points_se","symmetry_se","fractal_dimension_se","texture_worst","smoothness_worst","compactness_worst","symmetry_worst","fractal_dimension_worst"
394.1,0.1516,0.05667,0.2727,0.9429,0.009282,0.02063,0.008965,0.02183,0.002146,23.84,0.129,0.09148,0.24,0.06641
690.2,0.1515,0.05266,0.184,1.065,0.003634,0.008268,0.006432,0.01924,0.00152,25.82,0.1045,0.09995,0.2646,0.06085
1265,0.2397,0.07016,0.726,1.595,0.006522,0.07117,0.01664,0.02324,0.006185,39.42,0.165,0.8681,0.4087,0.124
461.4,0.1673,0.05649,0.2113,0.5996,0.005343,0.01123,0.005051,0.01977,0.0009502,16.47,0.1001,0.05332,0.2293,0.06037
552.4,0.165,0.05701,0.1584,0.6124,0.004394,0.01451,0.005484,0.01291,0.002074,21.7,0.1213,0.1676,0.2741,0.07582
302.4,0.1669,0.08116,0.4311,2.261,0.01286,0.1197,0.0246,0.0388,0.01792,24.39,0.1301,0.295,0.2614,0.1162
928.3,0.1867,0.0558,0.4203,0.7383,0.004493,0.02048,0.009875,0.01144,0.001575,29.33,0.1558,0.2567,0.3216,0.0757
578.9,0.2106,0.06916,0.2563,1.194,0.00596,0.03909,0.01435,0.01939,0.00456,26.93,0.146,0.437,0.363,0.1059
611.2,0.1714,0.05898,0.3892,1.046,0.007976,0.01608,0.009046,0.02005,0.00283,21.58,0.1195,0.1252,0.2725,0.07234
732.4,0.1926,0.0654,0.439,1.012,0.005233,0.03576,0.01083,0.01768,0.002967,36.71,0.1641,0.611,0.4027,0.09876
